energy_kev,no_cut_counts_per_1kev,score_ge_threshold_counts_per_1kev
461.5,4285,2972
462.5,5098,3705
463.5,5118,3710
464.5,3855,2773
465.5,2548,1750
466.5,2091,1375
467.5,1873,1212
468.5,1760,1108
469.5,1747,1095
470.5,1697,1076
471.5,1822,1151
472.5,1856,1176
473.5,1849,1152
474.5,1868,1166
475.5,1854,1132
476.5,1940,1222
